rank,eligible,parameter_json,market_return20_min,residual_z_max,spacing_atr_multiplier,lower_level_enabled,stop_steps,maximum_horizon,executed_campaigns,total_pnl_vnd,median_pnl_vnd,profit_factor,double_cost_pnl_vnd,best_removed_pnl_vnd,positive_halfyear_fraction,worst_return,p10_return,campaign_return_sharpe,robust_score
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,True,3,20,34,-1258109,-34464.5,0.5760368337480488,-2031064,-1537793,0.25,-0.11359979655068299,-0.0837817615485386,-2.20942595994093,-2.287171298603406
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,False,2,10,26,-961410,-14986.5,0.4880739074293473,-1518510,-1181244,0.5,-0.05997233681680814,-0.048134103021458624,-2.2816715755287804,-2.3236912696925494
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,False,2,15,26,-961410,-14986.5,0.4880739074293473,-1518510,-1181244,0.5,-0.05997233681680814,-0.048134103021458624,-2.2816715755287804,-2.3236912696925494
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,False,2,20,26,-961410,-14986.5,0.4880739074293473,-1518510,-1181244,0.5,-0.05997233681680814,-0.048134103021458624,-2.2816715755287804,-2.3236912696925494
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,False,3,10,26,-941700,-3418.0,0.5051921459170865,-1498691,-1161534,0.5,-0.07998250739975105,-0.06003568438752298,-2.22034079171993,-2.275340966516686
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,False,3,15,25,-714615,24113,0.5736385776795591,-1224729,-934449,0.5,-0.07998250739975105,-0.060143233394160917,-2.0858464850278193,-2.140873547076235
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,False,3,20,25,-684690,24113,0.5840666086323689,-1194879,-904524,0.5,-0.07998250739975105,-0.060143233394160917,-2.0667441453675064,-2.121771207415922
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,True,2,10,26,-1757158,-14986.5,0.3428170603862033,-2404991,-1976992,0.25,-0.05997233681680814,-0.05393624586715143,-2.342219078207678,-2.38568930808287
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,True,2,15,26,-1757158,-14986.5,0.3428170603862033,-2404991,-1976992,0.25,-0.05997233681680814,-0.05393624586715143,-2.342219078207678,-2.38568930808287
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.75,0.75,True,2,20,26,-1757158,-14986.5,0.3428170603862033,-2404991,-1976992,0.25,-0.05997233681680814,-0.05393624586715143,-2.342219078207678,-2.38568930808287
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,True,3,10,25,-1878215,-30949,0.32773330317189087,-2541303,-2098049,0.25,-0.09042168459115582,-0.06145177130437153,-2.375066961909459,-2.4356407470311296
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,True,3,15,24,-1581305,4251.5,0.36670385879699346,-2197790,-1801139,0.25,-0.09042168459115582,-0.061777409962711236,-2.227646500135249,-2.2883016949215045
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.75,0.75,True,3,20,24,-1551380,19214.0,0.37477985631922184,-2167940,-1771214,0.25,-0.09042168459115582,-0.061777409962711236,-2.217002729491722,-2.2776579242779778
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,False,2,10,26,-1041252,-78644.0,0.5187601158393593,-1598089,-1320936,0.5,-0.06997742210827959,-0.06254580000165211,-2.487650811632394,-2.538275972686947
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,False,2,15,25,-644692,-67905,0.6351748545378202,-1155176,-924376,0.5,-0.06997742210827959,-0.06315537213111586,-2.2681186598696272,-2.318896213956546
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,False,2,20,25,-614767,-37980,0.6461163676511814,-1125326,-894451,0.5,-0.06997742210827959,-0.06315537213111586,-2.2485154424824003,-2.299292996569319
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,False,3,10,26,-1001552,-50599.0,0.5386606699506118,-1558390,-1281236,0.5,-0.1024936985515445,-0.07124444256723195,-2.2982515636015046,-2.367309523519085
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,False,3,15,25,-769479,-30949,0.6031348816051221,-1279452,-1049163,0.5,-0.1024936985515445,-0.07126055390998645,-2.176448872379131,-2.2455108601324
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,False,3,20,25,-774467,-30949,0.6015872370788129,-1284428,-1054151,0.5,-0.1024936985515445,-0.08204365324883103,-2.198181611348796,-2.269939373936776
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,True,2,10,25,-1955249,-87039,0.3519006449341824,-2570675,-2234933,0.25,-0.08539388932600325,-0.061013946559122054,-2.791072080327926,-2.8490225116307077
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,True,2,15,24,-1558689,-69077.0,0.40515704659362517,-2127762,-1838373,0.25,-0.08539388932600325,-0.061266614426586846,-2.564349557908469,-2.6223631561781175
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.75,1.0,True,2,20,24,-1528764,-54114.5,0.40983750847355555,-2097912,-1808448,0.25,-0.08539388932600325,-0.061266614426586846,-2.5434383316639835,-2.601451929933632
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,True,3,10,25,-1953197,-70249,0.36667318411933486,-2586169,-2232881,0.25,-0.1017340979278427,-0.07098106458949502,-2.5349697945212455,-2.60358210963254
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,True,3,15,24,-1721124,-49427.0,0.3965106029059375,-2307231,-2000808,0.25,-0.1017340979278427,-0.07034766192442664,-2.40682392211984,-2.475277886564868
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.75,1.0,True,3,20,24,-1726112,-34464.5,0.3958183260283198,-2312207,-2005796,0.25,-0.1017340979278427,-0.08383009557680213,-2.4207564955382215,-2.492581068396343
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,False,2,10,26,-1475262,-110611.0,0.4130774938284621,-2030616,-1754946,0.25,-0.07998250739975105,-0.07204766265171862,-2.6597117724879937,-2.7177149418507986
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,False,2,15,25,-988926,-70249,0.5446030036346992,-1498153,-1268610,0.25,-0.07998250739975105,-0.07328346365464514,-2.3557705885803033,-2.41408270819384
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,False,2,20,25,-959001,-70249,0.552212692679082,-1468303,-1238685,0.25,-0.07998250739975105,-0.07328346365464514,-2.338033038465744,-2.396345158079281
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,False,3,10,25,-1062536,-87039,0.5199421691101723,-1610064,-1342220,0.25,-0.11500030591990114,-0.07088439653296796,-2.2042183660487296,-2.279439618141922
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,False,3,15,24,-571212,-49427.0,0.6939459144352478,-1072625,-850896,0.25,-0.11500030591990114,-0.0700179620067267,-1.9316212540687734,-2.0066258975304057
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,False,3,20,24,-576200,-34464.5,0.6920962463743023,-1077601,-855884,0.25,-0.11500030591990114,-0.0837817615485386,-1.9609556583338794,-2.0394012516809643
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,True,2,10,25,-2036715,-114901,0.3231782573239569,-2623316,-2316399,0.25,-0.09042168459115582,-0.07328346365464514,-2.952269213657142,-3.015800921866381
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,True,2,15,24,-1550379,-78644.0,0.4187345908591927,-2090853,-1830063,0.25,-0.09042168459115582,-0.07451926465757167,-2.627015655056082,-2.6908563135160524
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.75,1.25,True,2,20,24,-1520454,-78644.0,0.42348586047291137,-2061003,-1800138,0.25,-0.09042168459115582,-0.07451926465757167,-2.607885381135809,-2.6717260395957796
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,True,3,10,25,-1559171,-87039,0.42656538938523075,-2188118,-1838855,0.25,-0.11359979655068299,-0.07088439653296796,-2.310531087522047,-2.3850520849306305
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,True,3,15,24,-1067847,-49427.0,0.5498172451444543,-1650679,-1347531,0.25,-0.11359979655068299,-0.0700179620067267,-2.02801380670926,-2.102318195486283
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.75,1.25,True,3,20,24,-1072835,-34464.5,0.5486634935032044,-1655655,-1352519,0.25,-0.11359979655068299,-0.0837817615485386,-2.054263352357259,-2.132008691019735
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,False,2,10,18,-170003,27490.5,0.8040455804989604,-515235,-389837,0.75,-0.050433748269971566,-0.03881868120656727,-0.3630329555073498,-0.3979544999439774
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,False,2,15,18,-170003,27490.5,0.8040455804989604,-515235,-389837,0.75,-0.050433748269971566,-0.03881868120656727,-0.3630329555073498,-0.3979544999439774
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,False,2,20,18,-170003,27490.5,0.8040455804989604,-515235,-389837,0.75,-0.050433748269971566,-0.03881868120656727,-0.3630329555073498,-0.3979544999439774
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,False,3,10,18,-264865,27490.5,0.7247944257532527,-609561,-484699,0.5,-0.07317336354001812,-0.056123610126927834,-0.7233642730870715,-0.7739818573888125
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,False,3,15,18,-264865,27490.5,0.7247944257532527,-609561,-484699,0.5,-0.07317336354001812,-0.056123610126927834,-0.7233642730870715,-0.7739818573888125
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,False,3,20,18,-264865,27490.5,0.7247944257532527,-609561,-484699,0.5,-0.07317336354001812,-0.056123610126927834,-0.7233642730870715,-0.7739818573888125
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,True,2,10,18,-284460,27490.5,0.7103320601086942,-639147,-504294,0.5,-0.05441570956726478,-0.03881868120656727,-0.3930039082365442,-0.4299164333218184
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,True,2,15,18,-284460,27490.5,0.7103320601086942,-639147,-504294,0.5,-0.05441570956726478,-0.03881868120656727,-0.3930039082365442,-0.4299164333218184
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-1.0,0.75,True,2,20,18,-284460,27490.5,0.7103320601086942,-639147,-504294,0.5,-0.05441570956726478,-0.03881868120656727,-0.3930039082365442,-0.4299164333218184
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,True,3,10,18,-504186,27490.5,0.5804557864508919,-873097,-724020,0.5,-0.06582894512686599,-0.05134669123613657,-0.6400417849864776,-0.6857929303589447
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,True,3,15,18,-504186,27490.5,0.5804557864508919,-873097,-724020,0.5,-0.06582894512686599,-0.05134669123613657,-0.6400417849864776,-0.6857929303589447
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-1.0,0.75,True,3,20,18,-504186,27490.5,0.5804557864508919,-873097,-724020,0.5,-0.06582894512686599,-0.05134669123613657,-0.6400417849864776,-0.6857929303589447
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,False,2,10,18,-513942,13085.0,0.5993589019012332,-858011,-793626,0.5,-0.06734413969768376,-0.05585130370852996,-1.2460125902474855,-1.29364748602346
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,False,2,15,18,-513942,13085.0,0.5993589019012332,-858011,-793626,0.5,-0.06734413969768376,-0.05585130370852996,-1.2460125902474855,-1.29364748602346
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,False,2,20,18,-513942,13085.0,0.5993589019012332,-858011,-793626,0.5,-0.06734413969768376,-0.05585130370852996,-1.2460125902474855,-1.29364748602346
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,False,3,10,18,-329605,28031.0,0.7122464515881206,-674235,-609289,0.5,-0.09591348540696956,-0.07072311357086292,-1.009321450065648,-1.0749589711618486
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,False,3,15,18,-324617,28031.0,0.7153616016077807,-669259,-604301,0.5,-0.09591348540696956,-0.06853839757267997,-0.9976685215238192,-1.062759863620474
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,False,3,20,18,-359530,28031.0,0.6941125622890553,-704085,-639214,0.5,-0.09591348540696956,-0.07668432626491775,-1.0695615588169913,-1.1366893830867055
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,True,2,10,18,-733313,13085.0,0.5118308846535345,-1101647,-1012997,0.5,-0.06734413969768376,-0.05279927093258885,-1.1939885977678104,-1.2408604853497995
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,True,2,15,18,-733313,13085.0,0.5118308846535345,-1101647,-1012997,0.5,-0.06734413969768376,-0.05279927093258885,-1.1939885977678104,-1.2408604853497995
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-1.0,1.0,True,2,20,18,-733313,13085.0,0.5118308846535345,-1101647,-1012997,0.5,-0.06734413969768376,-0.05279927093258885,-1.1939885977678104,-1.2408604853497995
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,True,3,10,18,-586624,28031.0,0.5882366566689806,-973064,-866308,0.5,-0.09246025187584703,-0.07072311357086292,-0.9843063172838461,-1.0482172216144854
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,True,3,15,18,-581636,28031.0,0.5903034145138852,-968088,-861320,0.5,-0.09246025187584703,-0.06853839757267997,-0.9724031006972114,-1.0357678260283047
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-1.0,1.0,True,3,20,18,-616549,28031.0,0.5761349605524039,-1002914,-896233,0.5,-0.09246025187584703,-0.07668432626491775,-1.0456685063525848,-1.1110697138567376
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,False,2,10,18,-708552,-14986.5,0.5072543389382371,-1052035,-988236,0.25,-0.07982697970334014,-0.0651529995637398,-1.3108672912090056,-1.3670690309516105
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,False,2,15,18,-708552,-14986.5,0.5072543389382371,-1052035,-988236,0.25,-0.07982697970334014,-0.0651529995637398,-1.3108672912090056,-1.3670690309516105
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,False,2,20,18,-708552,-14986.5,0.5072543389382371,-1052035,-988236,0.25,-0.07982697970334014,-0.0651529995637398,-1.3108672912090056,-1.3670690309516105
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,False,3,10,18,-140277,35512.5,0.8661462403636686,-485483,-419961,0.25,-0.11359979655068299,-0.05731275427950794,-0.5334067835212593,-0.6045348703664777
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,False,3,15,18,-135289,35512.5,0.8702884662401402,-480507,-414973,0.25,-0.11359979655068299,-0.056376447423143815,-0.518973979644699,-0.5898679897758264
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,False,3,20,18,-170202,35512.5,0.8421002827689088,-515333,-449886,0.25,-0.11359979655068299,-0.06293003228205331,-0.6125493372184782,-0.6850817435643329
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,True,2,10,18,-813466,-14986.5,0.4727616711852696,-1171759,-1093150,0.25,-0.07982697970334014,-0.0651529995637398,-1.2742678335818116,-1.3304695733244165
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,True,2,15,18,-813466,-14986.5,0.4727616711852696,-1171759,-1093150,0.25,-0.07982697970334014,-0.0651529995637398,-1.2742678335818116,-1.3304695733244165
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-1.0,1.25,True,2,20,18,-813466,-14986.5,0.4727616711852696,-1171759,-1093150,0.25,-0.07982697970334014,-0.0651529995637398,-1.2742678335818116,-1.3304695733244165
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,True,3,10,18,-236172,35512.5,0.7951498003731456,-637061,-515856,0.25,-0.11359979655068299,-0.05135483288909247,-0.6143588999368784,-0.683997506434493
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,True,3,15,18,-231184,35512.5,0.798604946542116,-632085,-510868,0.25,-0.11359979655068299,-0.05041852603272834,-0.6001865204928473,-0.6695910502763709
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-1.0,1.25,True,3,20,18,-266097,35512.5,0.77503284506766,-666911,-545781,0.25,-0.11359979655068299,-0.05697211089163784,-0.6912190144604583,-0.7622619404587092
