role,trading_date,equity_vnd,available_cash_vnd,pending_cash_vnd,inventory_liquidation_value_vnd,realized_pnl_vnd,unrealized_pnl_vnd,benchmark_equity_vnd,selected_sector,selected_tickers
optimization,2024-11-26,999224987,986925812,12299175,0,-775013,0,1105648881,securities,VND|SSI
optimization,2024-11-27,999224987,999224987,0,0,-775013,0,1101641333,securities,VND|SSI
optimization,2024-11-28,999224987,999224987,0,0,-775013,0,1101462719,securities,VND|SSI
optimization,2024-11-29,999224987,999224987,0,0,-775013,0,1104869073,securities,VND|SSI
optimization,2024-12-02,999224987,999224987,0,0,-775013,0,1108105478,banks,VCB|VPB
optimization,2024-12-03,999224987,999224987,0,0,-775013,0,1101756844,banks,VCB|VPB
optimization,2024-12-04,999224987,999224987,0,0,-775013,0,1089945267,banks,VCB|VPB
optimization,2024-12-05,999396878,993561503,0,5835375,-775013,171891,1127527763,banks,VCB|VPB
optimization,2024-12-06,999351989,993561503,0,5790486,-775013,127002,1125245229,banks,VCB|VPB
optimization,2024-12-09,999322064,993561503,5760561,0,-677936,0,1125853232,banks,VCB|VPB
optimization,2024-12-10,999322064,993561503,5760561,0,-677936,0,1120557236,banks,VCB|VPB
optimization,2024-12-11,999322064,999322064,0,0,-677936,0,1115848384,banks,VCB|VPB
optimization,2024-12-12,999322064,999322064,0,0,-677936,0,1117137850,banks,VCB|VPB
optimization,2024-12-13,999322064,999322064,0,0,-677936,0,1112441500,banks,VCB|VPB
optimization,2024-12-16,999322064,999322064,0,0,-677936,0,1111880775,banks,VCB|VPB
optimization,2024-12-17,999322064,999322064,0,0,-677936,0,1109138233,banks,VCB|VPB
optimization,2024-12-18,999322064,999322064,0,0,-677936,0,1112335007,banks,VCB|VPB
optimization,2024-12-19,999322064,999322064,0,0,-677936,0,1100041464,banks,VCB|VPB
optimization,2024-12-20,999322064,999322064,0,0,-677936,0,1099564660,banks,VCB|VPB
optimization,2024-12-23,999322064,999322064,0,0,-677936,0,1099653607,banks,VCB|VPB
optimization,2024-12-24,999322064,999322064,0,0,-677936,0,1098675385,banks,VCB|VPB
optimization,2024-12-25,999322064,999322064,0,0,-677936,0,1117159083,banks,VCB|VPB
optimization,2024-12-26,999322064,999322064,0,0,-677936,0,1117586067,banks,VCB|VPB
optimization,2024-12-27,999322064,999322064,0,0,-677936,0,1121151627,banks,VCB|VPB
optimization,2024-12-30,999322064,999322064,0,0,-677936,0,1114854395,banks,VCB|VPB
optimization,2024-12-31,999322064,999322064,0,0,-677936,0,1111911559,banks,VCB|VPB
