trial_id,fold_id,sample_role,ticker,sector,signal_date,entry_date,exit_date,exit_reason,exit_session_offset,entry_price_vnd,exit_price_vnd,target_vnd,downside_vnd,grid_distance_fraction,gap_down_exit,target_first,net_pnl_vnd,net_return,double_cost_net_pnl_vnd,double_cost_net_return,residual_z5,residual_1,residual_5,residual_slope20,downside_semivol20,residual_ar1_20,ticker_return5,market_return5,atr20_fraction,log_median_value60,predicted_probability,base_probability,estimated_ev_vnd,selected,selection_rank
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,SSI,securities,2024-02-07,2024-02-15,2024-02-19,downside_touch,2,35200,34558,35842,34558,0.01824718491385158,False,False,-81618,-0.023140368400743617,-99032,-0.028022082188524845,-1.71733671333387,-0.01807858436419836,-0.03978112777287194,-2.914750798850816e-05,0.00870246713401827,-0.06627976416876566,0.0201945490387192,0.042206668031186584,0.01824718491385158,26.283599224639964,0.8996714940879349,0.5890909090909091,43273.41164212549,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,MBB,banks,2024-03-01,2024-03-04,2024-03-05,target,1,24100,24612,24612,23588,0.02123015873015873,False,True,39033,0.01616395776574374,26770,0.011063643017527009,-0.8289824120203982,-0.011087705357455662,-0.02655960833255292,-0.0006642599614273222,0.005686573937145809,-0.024846325281759556,0.004329252331818134,0.06464168672437527,0.02123015873015873,25.76341910720812,0.8955148249179858,0.6398467432950191,39270.30147637671,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,TCB,banks,2024-03-05,2024-03-06,2024-03-06,target,0,42050,43075,43075,41025,0.02437373053486798,False,True,81126,0.01925423368382529,59856,0.014177744806278229,-0.7520680492676873,-2.9950605361267132e-05,-0.027239231328613438,-0.0003549255882350257,0.006500377146528175,0.27115806859379027,0.006028838615179999,0.044182182085230524,0.02437373053486798,25.18145258446008,0.7958054948575292,0.6398467432950191,22791.89811494882,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,VPB,banks,2024-03-06,2024-03-07,2024-03-08,downside_touch,1,19400,19010,19790,19010,0.020127638684339717,False,False,-48662,-0.025033026186370575,-58121,-0.029840439569015356,-1.4147088097380132,-0.012223698224374205,-0.03737180796972585,-0.00013867787228607524,0.01016342142919991,0.09274323337467116,-0.025175801095290162,0.021074713703107466,0.020127638684339717,25.36961001949477,0.7698083741574453,0.6398467432950191,18495.499363979754,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,MBB,banks,2024-03-12,2024-03-13,2024-03-13,target,0,23100,23657,23657,22543,0.024118738404452687,False,True,43922,0.018975515700530573,32246,0.013903710573779222,-1.6492763531061143,0.002818733406932685,-0.04255132981914097,-0.0008659483285701192,0.009040551248616802,0.28161390802818476,-0.06192339171565242,-0.025109558432515548,0.024118738404452687,25.941152535157237,0.8165914403583371,0.6398467432950191,26227.075083877313,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,TCB,banks,2024-03-13,2024-03-14,2024-03-15,downside_touch,1,42100,40947,43253,40947,0.02738095238095238,False,False,-135950,-0.03222772138749645,-156696,-0.037071639519139936,-0.8858252315298686,-0.0063337703333531704,-0.02915952424090445,-0.0010677403623739405,0.007467705069439221,0.11343696798960899,-0.016482147791122226,0.016030428034072647,0.02738095238095238,25.397879806078844,0.7505671964199906,0.6398467432950191,15315.617524291727,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,VPB,banks,2024-03-15,2024-03-18,2024-03-18,downside_touch,0,18650,18267,19033,18267,0.020554066130473635,False,False,-47464,-0.025399489163316295,-56726,-0.030294242833515176,-1.2849481265752938,-0.006681696932149623,-0.027747384487288893,-0.0001495060723898489,0.00980501545766749,-0.05615100845085894,-0.017832115613049426,0.012516185621096939,0.020554066130473635,25.40459171671734,0.7782267124072312,0.6398467432950191,19886.751047536327,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,SSI,securities,2024-03-21,2024-03-22,2024-03-28,target,4,37800,38869,38869,36731,0.02826788085752229,False,True,87714,0.023158365528532388,68434,0.018031957094724296,-1.2593805857247615,-0.010078776541184588,-0.025385180764887157,-0.0004528476169685248,0.005134314557086421,-0.09239266573638014,-0.004244431841399887,0.020430341290413087,0.02826788085752229,26.48079228063251,0.8760852993998456,0.6398467432950191,36059.292452296984,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,FPT,technology,2024-03-21,2024-03-22,2024-04-05,downside_gap,10,116300,113100,119212,113388,0.02503893123514466,True,False,-377214,-0.032369842792408024,-434318,-0.037195826669321565,-0.862131099146078,-0.002008963862301625,-0.022555692923439657,-0.0001846771025115044,0.006033633880052772,0.13946701912214043,-0.0060900448911686,0.020635409407054054,0.02503893123514466,25.54548145847831,0.7785286382061619,0.6398467432950191,19936.648635826063,True,2
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,HPG,materials,2024-03-26,2024-03-27,2024-04-01,downside_touch,3,30900,30139,31661,30139,0.024627854415088458,False,False,-91268,-0.029478023743781365,-106534,-0.034339453690216445,-1.1517540932831298,0.0020388615699805344,-0.01784574187623736,1.1005846224248725e-05,0.0059346797586849204,-0.3055763389087391,0.025094873596812062,0.05710184287744455,0.024627854415088458,26.496558329346385,0.9447315090678582,0.6398467432950191,47404.06762485902,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,VND,securities,2024-03-28,2024-03-29,2024-04-04,downside_touch,4,23200,22504,23896,22504,0.03,False,False,-81005,-0.03484562619747561,-92407,-0.03967213720024368,-1.9900776256649049,-0.013529946960418695,-0.06602880047227498,-0.000987729300637499,0.011039775364416091,0.1291454316222607,-0.043906697213008106,0.02738159369686583,0.03499589490968801,26.145534796641822,0.8114336433885628,0.6398467432950191,25374.674823312354,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,VCB,banks,2024-04-01,2024-04-02,2024-04-11,downside_touch,7,95100,93559,96641,93559,0.016206482593037214,False,False,-201250,-0.021119580164784147,-248291,-0.02600434559572219,-1.1999888692090024,0.004121290391838807,-0.016621378474685415,3.9214763858151435e-05,0.004863591679469752,0.015506796343875778,-0.0051645911514883736,0.02353586392789327,0.016206482593037214,24.974271354188364,0.7914494321757897,0.6398467432950191,22071.995996522757,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_08,oos,SSI,securities,2024-04-08,2024-04-09,2024-04-15,downside_touch,4,36900,35914,37886,35914,0.02672894770987414,False,False,-116712,-0.03156649459692352,-134920,-0.03641780715243357,-1.1482588928345716,0.0028457243161727937,-0.020921695387128545,-0.0002345824857546307,0.00617775586882426,0.02474291035612897,-0.055079816255673486,-0.03157860987472237,0.02672894770987414,26.582667091814365,0.8208443633256988,0.6398467432950191,26929.93187851002,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_09,oos,HPG,materials,2024-05-02,2024-05-03,2024-05-03,target,0,28350,28962,28962,27738,0.021583942218862853,False,True,46908,0.016513092931031752,32520,0.011425307055127107,-0.8600194738943873,-0.004572198486999721,-0.01660246681646134,-0.00025656988448324213,0.006658303456826114,-0.27545189908529677,0.013497487192672075,0.03896760242548737,0.021583942218862853,26.4310067997734,0.757109300096428,0.6135458167330677,18439.302660646434,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_09,oos,SSI,securities,2024-05-06,2024-05-07,2024-05-20,target,9,35800,36874,36874,34726,0.03,False,True,89213,0.0248700020879952,70931,0.01973402152433082,-1.4201161474472148,0.006160032152201508,-0.03998395539617592,-0.00013903870028441544,0.00972411839277304,-0.41037274111024796,0.0005561324792002775,0.03292436654312509,0.030454818673612504,26.611001065049408,0.6487170022238239,0.6135458167330677,561.7376997964748,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_09,oos,VCB,banks,2024-05-23,2024-05-24,2024-05-30,downside_gap,4,91000,89500,92365,89635,0.015,True,False,-195121,-0.02139893622213105,-240132,-0.026282922197047053,-0.7740270567864534,0.006596949334471952,-0.010789103992573264,2.9463582824184827e-05,0.005005375942063233,0.005210856370503516,-0.0173382703572732,-0.0165697899310048,0.014599686028257458,24.920870184837394,0.666307027054322,0.6135458167330677,3462.9291842670136,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_09,oos,VCB,banks,2024-06-11,2024-06-12,2024-06-12,target,0,87400,88711,88711,86089,0.015,False,True,87016,0.009936149710014837,42943,0.0048938192896001865,-1.1916536650892549,-0.009944320377798497,-0.019260176415629306,-0.0003330582760131572,0.0063442981768343,0.07603446921813914,-0.016978956164974468,0.006539576715223255,0.013488422892092617,24.901183023196353,0.6973327078002742,0.6135458167330677,8580.1158652087,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_10,oos,SSI,securities,2024-07-29,2024-07-30,2024-08-01,downside_touch,2,32200,31510,32890,31510,0.021443359952676724,False,False,-84905,-0.026315446908535496,-100809,-0.031182509658600564,-2.680665755013602,0.0007200316161954773,-0.0633810612687341,-0.0006520949433483909,0.009515192532112877,0.30205191615687377,-0.07216329520661735,-0.013141201205384598,0.021443359952676724,25.947021928614568,0.6227969318889393,0.58,372.2492744776973,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_10,oos,HPG,materials,2024-08-15,2024-08-16,2024-08-19,target,1,25200,25771,25771,24629,0.022675736961451247,False,True,44278,0.017535272121855846,31559,0.012473577785261107,-1.1436892758703363,-0.005390293031474841,-0.027632841081187312,-0.000221780422180071,0.010605280581875376,-0.24480659858549805,-0.015362220751473532,0.01996103360667082,0.022675736961451247,26.225793955102752,0.7036451734899726,0.58,14468.3521554217,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_11,oos,HPG,materials,2024-09-04,2024-09-05,2024-09-06,downside_touch,1,25350,24843,25857,24843,0.01999057048561999,False,False,-63212,-0.024885595235470674,-75721,-0.029751539421447856,-1.4038068552594385,-0.0016335102904599056,-0.02409020806814899,8.532111396410853e-05,0.007584859411734003,-0.4411237073949553,-0.029158354340485082,-0.008966455630150885,0.01999057048561999,26.222301702359452,0.6076225588817995,0.5434782608695652,1230.4803781414303,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_11,oos,HPG,materials,2024-09-18,2024-09-19,2024-09-20,target,1,25300,25768,25768,24832,0.018497438816163916,False,True,33964,0.013397514966882924,21231,0.00835833893023025,-1.4857593213638918,-0.013695536056226257,-0.02845424995399315,7.677242319069354e-05,0.00720466586563792,-0.2830286314839505,-0.009690011266420662,0.02370317932472098,0.018497438816163916,26.138239248780128,0.6739587094873499,0.5434782608695652,13652.41887811869,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_11,oos,FPT,technology,2024-09-30,2024-10-01,2024-10-10,target,7,134700,136720,136720,132680,0.015,False,True,134122,0.009937233804910232,66058,0.00488451968544693,-1.132489170673018,-0.0013118145325537564,-0.016028905714576047,-0.00017240302975065898,0.004203184402622464,-0.061724461685583924,0.003743495552361864,0.02778316446864843,0.013772349088334218,26.240067577680133,0.6042723409260896,0.5434782608695652,603.1271020249551,True,1
